PROJECT_ID,PROJECT_NAME,P2_SUB_IDENTIFIER,RISK_ID,RISK_IDENTIFIER,RISK_TREATMENT_ID,RISK_TREATMENT_IDENTIFIER,RISKOWNERDISCIPLINE,RISKTREATMENTTYPE,PROPOSED_RISK_TREATMENT,COST_IMPACT_RISK_TREATMENT,SCHEDULE_IMPACT_RISK_TREATMENT,RECOMMENDED_BY_PDT,IMPLEMENTED,LOCKSTATUS,EDITDATE
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS",NA,5,PLP-5,1,PLP-5-1,Planning - Plan Formulation,Prevention,"Additional alternatives, cost assessments, model runs and iterations are included to address the work involved in developing the locally preferred plan.  More VT meetings are included, as is frequent communication with partners & stakeholders on results.  Consideration is given to the need for a waiver submittal.  Life loss and risk is assessed using an abbreviated SQRA.  New quantitative assessment tools for agricultural benefits are considered through close coordination with System Plan efforts and coordination with the Food and Agricultural Policy Research Institute (FAPRI).  An additional $800k and 3 months was included in the scope to support risk management of this risk. ",800000,90,0,0,0,10/18/2023 3:04 PM
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS",NA,3,EHH-3,1,EHH-3-1,Engineering - Hydrology and Hydraulics,Prevention,"The PDT is undertaking a two-phased hydrologic approach to include in-depth clime change assessments and utilizing a two dimensional HEC-RAS model to better understand how water moves through the project area under differing flood scenarios.  Induced impacts will be assessed within the floodway, and additional survey information will be obtained where needed to ensure that the hydraulic model is producing accurate results.  An additional $1.8M and 14 month time increase is provided in order to support risk management of this risk. ",1800000,425,1,1,0,10/18/2023 3:02 PM
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS",NA,4,EGT-4,1,EGT-4-1,Engineering - Geotechnical,Prevention,"All existing borings and performance data for the project will be reviewed and utilized to the extent practicable. Conservative assumptions will be applied for feasibility level assessment of any alternatives containing levee improvements / construction and cost risk analysis will be applied and utilized in accordance with the identified risk for various measures and plans considered. Those key assumptions are based upon extensive experience at other projects along the Missouri River and include the use of underseepage berms and sand drains at all levee locations and stability berms where levee height exceeds fifteen feet. This effectively transfers the cost of drilling to PED, but does not transfer significant risk of cost overruns due to inadequate site characterization because of the adopted conservative assumptions. This approach has been well coordinated between District and Division geotechnical staff.  An additional $400k and 3 months were added to the study to conduct limited d",400000,90,1,1,0,10/18/2023 3:00 PM
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS",NA,6,PLE-6,1,PLE-6-1,Planning - Economics,Transfer/Share,PDT required to provide information to vertical chain that supports a waiver to NED plan selection on the basis of comprehensive benefits when no RM alternative achieves a BCR > 1.0.  PDT will provide multiple white papers; prepare for and attend multiple issue resolution calls; and modify feasibility study documentation (main report and appendices) to provide information requested by the vertical team to support a waiver to NED plan selection. Likely to Very Likely probability of occurrence.  That covers 30% to 90% chance of coming to pass.  Cost impact is 60k-100k. + 1.5mo  to schedule,60000,45,1,1,0,10/18/2023 3:45 PM
4293,Whippany River,NA,15,EHH-15,1,EHH-15-1,Engineering - Hydrology and Hydraulics,Transfer/Share,Topography was examined when implementing measures throughout the watershed. Original proposal of a floodwall or levee in East Hanover was screened due to the topography.  There was no elevated location to end/begin structure,0,0,0,1,0,3/18/2024 5:44 PM
2065,MIAMI HARBOR IMPROVEMENTS,NA,12,PLP-12,1,PLP-12-1,Planning - Plan Formulation,Transfer/Share,"Continue to work with DDN about exploring deepening, maybe with minimal widening w/ respect to deeper loading of 11K vessels.",10000,0,0,0,0,8/25/2023 4:14 PM
2065,MIAMI HARBOR IMPROVEMENTS,NA,13,PLP-13,1,PLP-13-1,Planning - Plan Formulation,Avoidance,Preemptive meeting invite between senior leadership at Port and ACOE to discuss risk ahead of TSP. Possibly discuss 11K TEU no restrictions footprint.,5000,0,0,0,0,8/25/2023 5:17 PM
2065,MIAMI HARBOR IMPROVEMENTS,NA,14,PLP-14,1,PLP-14-1,Planning - Plan Formulation,Transfer/Share,"Use ROM from last deepening.
",5000,0,0,0,0,8/25/2023 5:39 PM
2065,MIAMI HARBOR IMPROVEMENTS,NA,15,PLP-15,1,PLP-15-1,Planning - Plan Formulation,Transfer/Share,Team will continue with using ATHOS and will monitor outcome.,0,0,0,0,0,8/25/2023 6:22 PM
2065,MIAMI HARBOR IMPROVEMENTS,NA,16,PLP-16,1,PLP-16-1,Planning - Plan Formulation,Transfer/Share,"PDT will continue talking to DDN-PCX and others about this new guidance and develop a path forward as appropriate.
",5000,0,0,0,0,8/25/2023 6:29 PM
2065,MIAMI HARBOR IMPROVEMENTS,NA,17,PLP-17,1,PLP-17-1,Planning - Plan Formulation,Avoidance,"PTL/PM evaluating how much money is on hand, what environmental contracts can be funded, whether the ESA/Benthic Recon Survey (high ticket items) can move to the right a few months to allow for exception money to clear, and how that will affect overall project schedule. ",5000,21,0,0,0,8/25/2023 6:45 PM
2065,MIAMI HARBOR IMPROVEMENTS,NA,18,PLP-18,1,PLP-18-1,Planning - Plan Formulation,Transfer/Share,"Track study process and bring exception development early.
",5000,0,0,0,0,8/25/2023 7:03 PM
2065,MIAMI HARBOR IMPROVEMENTS,NA,18,PLP-18,2,PLP-18-2,Planning - Plan Formulation,Transfer/Share,Fully develop a 2nd exception that reduces risks and legal challenges.,20000,0,0,0,0,8/25/2023 7:03 PM
4132,Sarvis Fork Waterline Extension Project,NA,4,PRM-4,1,PRM-4-1,Project Management,Prevention,Early coordination with Sponsor to request necessary information for the US FWS review,0,0,0,1,0,9/23/2024 2:09 PM
5959,City of Williamson Water System Upgrade Project Section 340,NA,2,PRM-2,1,PRM-2-1,Project Management,Transfer/Share,Frequent communication with sponsor to understand time needed to obtain all construction funds and advertise for award. ,0,132,0,0,0,9/23/2024 2:59 PM
4132,Sarvis Fork Waterline Extension Project,NA,8,PRM-8,1,PRM-8-1,Project Management,Prevention,Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement ,0,0,0,0,0,8/31/2023 1:06 PM
4132,Sarvis Fork Waterline Extension Project,NA,5,PRM-5,1,PRM-5-1,Project Management,Transfer/Share,Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials,0,0,0,0,0,8/31/2023 1:03 PM
4132,Sarvis Fork Waterline Extension Project,NA,7,PRM-7,1,PRM-7-1,Project Management,Avoidance,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change,0,0,0,0,0,8/31/2023 1:08 PM
4132,Sarvis Fork Waterline Extension Project,NA,6,PRM-6,1,PRM-6-1,Project Management,Transfer/Share,"Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting
",0,0,0,0,0,8/31/2023 1:13 PM
2065,MIAMI HARBOR IMPROVEMENTS,NA,19,PLP-19,1,PLP-19-1,Planning - Plan Formulation,Avoidance,Determine the % Broward project price jumped. Continue to collaborate with PO team and know when they are going to contracting. Ensure that the price difference between the prediction/actual is recorded so that when another exception is developed that cost can be accounted for.,5000,0,0,0,0,8/31/2023 5:40 PM
2065,MIAMI HARBOR IMPROVEMENTS,NA,19,PLP-19,2,PLP-19-2,Planning - Plan Formulation,Transfer/Share,Keep leadership informed of the risk and possibility of unforeseen cost increases and delays due to survey/labor competition in SFL.,5000,0,0,0,0,8/31/2023 5:41 PM
2065,MIAMI HARBOR IMPROVEMENTS,NA,20,PLP-20,1,PLP-20-1,Planning - Plan Formulation,Transfer/Share,"Fact Sheet is being routed to SAD/HQ, where a final decision will be made to determine if the MOD is viable.  A meeting will be held to discuss the viability where tasks will be determined. Specifically determining what needs to be done if the MOD is viable (i.e., final calculation on how it effects study and what NEPA needs to be done).",10000,0,0,0,0,8/31/2023 5:44 PM
4156,City of Spencer Water System Improvements Project,NA,2,PRM-2,1,PRM-2-1,Project Management,Avoidance,Communicate with sponsor to promote understanding and requirement of a FONSI. ensure all steps are met prior to moving forward.,0,0,0,0,0,9/6/2023 7:44 PM
4072,Lower Mud,NA,24,EGT-24,1,EGT-24-1,Engineering - Geotechnical,Transfer/Share,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,8/17/2023 12:54 PM
4072,Lower Mud,NA,25,EGT-25,1,EGT-25-1,Engineering - Geotechnical,Transfer/Share,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,8/17/2023 1:14 PM
4072,Lower Mud,NA,26,EGT-26,1,EGT-26-1,Engineering - Geotechnical,Transfer/Share,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,8/17/2023 1:19 PM
4072,Lower Mud,NA,27,EGT-27,1,EGT-27-1,Engineering - Geotechnical,Transfer/Share,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,8/17/2023 1:29 PM
4072,Lower Mud,NA,28,EGT-28,1,EGT-28-1,Engineering - Geotechnical,Transfer/Share,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,8/17/2023 1:39 PM
4072,Lower Mud,NA,29,PLN-29,1,PLN-29-1,Planning - Environmental,Prevention,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,8/17/2023 1:47 PM
4072,Lower Mud,NA,30,RLE-30,1,RLE-30-1,Real Estate,Avoidance,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,8/17/2023 2:01 PM
4072,Lower Mud,NA,31,PLC-31,1,PLC-31-1,Planning - Cultural Resources,Transfer/Share,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,8/17/2023 2:08 PM
4072,Lower Mud,NA,32,PLN-32,1,PLN-32-1,Planning - Environmental,Transfer/Share,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,8/17/2023 2:22 PM
4072,Lower Mud,NA,33,PLN-33,1,PLN-33-1,Planning - Environmental,Transfer/Share,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,8/17/2023 2:27 PM
4072,Lower Mud,NA,34,EPE-34,1,EPE-34-1,Construction - Project Engineer,Transfer/Share,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,8/17/2023 2:30 PM
4072,Lower Mud,NA,35,PRM-35,1,PRM-35-1,Project Management,Transfer/Share,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,8/17/2023 2:33 PM
4072,Lower Mud,NA,36,PRM-36,1,PRM-36-1,Project Management,Prevention,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,8/17/2023 2:41 PM
4072,Lower Mud,NA,37,RLE-37,1,RLE-37-1,Real Estate,Prevention,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,8/17/2023 2:47 PM
4072,Lower Mud,NA,38,RLE-38,1,RLE-38-1,Real Estate,Transfer/Share,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,8/17/2023 2:53 PM
4072,Lower Mud,NA,39,RLE-39,1,RLE-39-1,Real Estate,Transfer/Share,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,8/17/2023 2:56 PM
4072,Lower Mud,NA,40,PRM-40,1,PRM-40-1,Project Management,Prevention,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,8/17/2023 3:01 PM
4072,Lower Mud,NA,41,PRM-41,1,PRM-41-1,Project Management,Transfer/Share,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,8/17/2023 3:22 PM
4072,Lower Mud,NA,42,OTH-42,1,OTH-42-1,Other,Prevention,See REF 24.,0,0,0,0,0,8/17/2023 3:25 PM
4072,Lower Mud,NA,43,EPE-43,1,EPE-43-1,Construction - Project Engineer,Prevention,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,8/17/2023 3:30 PM
4072,Lower Mud,NA,44,EPE-44,1,EPE-44-1,Construction - Project Engineer,Transfer/Share,Low risk item therefore not quantified.,0,0,0,0,0,8/17/2023 3:45 PM
4072,Lower Mud,NA,45,EPE-45,1,EPE-45-1,Construction - Project Engineer,Transfer/Share,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,8/17/2023 3:49 PM
4072,Lower Mud,NA,46,EPE-46,1,EPE-46-1,Construction - Project Engineer,Prevention,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,8/17/2023 4:10 PM
4072,Lower Mud,NA,47,EPE-47,1,EPE-47-1,Construction - Project Engineer,Prevention,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,8/17/2023 4:17 PM
4072,Lower Mud,NA,48,PRM-48,1,PRM-48-1,Project Management,Prevention,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,8/17/2023 4:25 PM
4072,Lower Mud,NA,49,CNT-49,1,CNT-49-1,Contracting,Prevention,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,8/17/2023 4:35 PM
4072,Lower Mud,NA,51,PRM-51,1,PRM-51-1,Project Management,Prevention,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,8/17/2023 4:58 PM
4072,Lower Mud,NA,52,PRM-52,1,PRM-52-1,Project Management,Transfer/Share,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,8/17/2023 5:13 PM
4072,Lower Mud,NA,55,PRM-55,1,PRM-55-1,Project Management,Prevention,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,8/17/2023 5:51 PM
4072,Lower Mud,NA,4,PRM-4,1,PRM-4-1,Project Management,Avoidance,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,8/15/2023 1:43 PM
4071,DRSAA 22 Tangipahoa Parish FRM,NA,33,PLE-33,1,PLE-33-1,Planning - Economics,Prevention,The PDT included revised VTAM request to include additional funding and time to cover uncertainties,50000,180,0,0,0,8/21/2023 2:48 PM
4071,DRSAA 22 Tangipahoa Parish FRM,NA,38,EHH-38,1,EHH-38-1,Engineering - Hydrology and Hydraulics,Avoidance,The PDT determined that because of the compound flooding zone size and economic analysis of damage impacts that a less costly approach can be taken.  Compound Flooding analysis completed 5/2023,0,0,1,1,0,8/21/2023 2:59 PM
3511,"C&SF:Flood Resiliency (Section 216) Study, FL",NA,7,PLP-7,1,PLP-7-1,Planning - Plan Formulation,Prevention,Identify multiple scope decision points throughout the study process to allow discussion while considering all components of flooding as part of the formulation strategy.,25000,15,1,0,0,7/7/2023 8:23 PM
3511,"C&SF:Flood Resiliency (Section 216) Study, FL",NA,20,OTH-20,1,OTH-20-1,Other,Prevention,Include conservative estimates for study cost and schedule.,30000,20,1,0,0,7/14/2023 1:03 PM
3511,"C&SF:Flood Resiliency (Section 216) Study, FL",NA,21,EHH-21,1,EHH-21-1,Engineering - Hydrology and Hydraulics,Prevention,Tools were tested for compatibility prior tool selection and modeling application phase.,20000,15,1,1,0,7/14/2023 1:10 PM
3511,"C&SF:Flood Resiliency (Section 216) Study, FL",NA,21,EHH-21,2,EHH-21-2,Engineering - Hydrology and Hydraulics,Prevention, Targeted ATR for FWOP.,25000,40,1,0,0,7/14/2023 1:15 PM
1241,Lake Okeechobee Watershed,NA,4,PLP-4,1,PLP-4-1,Planning - Plan Formulation,Transfer/Share,"Include contingency in 2023 3x3x3 exception request.
",5000,0,1,0,0,7/27/2023 7:03 PM
3677,Capstone,NA,40,PLN-40,1,PLN-40-1,Planning - Environmental,Prevention,Complete bat surveys ,30000,0,1,1,0,7/19/2023 2:40 PM
3993,"Vermilion County, Illinois, Emergency Streambank Stabilization",NA,3,EGT-3,1,EGT-3-1,Engineering - Geotechnical,Mitigation,The NFS would be able to help us find local materials.,5000,30,1,0,0,7/20/2023 8:07 PM
1241,Lake Okeechobee Watershed,NA,1,PLP-1,1,PLP-1-1,Planning - Plan Formulation,Transfer/Share,Survey 10-15% of Recommended Plan lands and researched previously conducted surveys.,10000,0,1,0,0,7/27/2023 6:14 PM
1241,Lake Okeechobee Watershed,NA,1,PLP-1,2,PLP-1-2,Planning - Plan Formulation,Transfer/Share,Survey the entire TSP area during planning to reduce risk to low (would require extensive engagement from real estate to get access to rights of way and expensive ground surveys).,50000,0,1,0,0,7/27/2023 6:15 PM
1241,Lake Okeechobee Watershed,NA,1,PLP-1,3,PLP-1-3,Planning - Plan Formulation,Transfer/Share,"Survey 50% of the site, Implemented.",5000,0,0,1,0,7/27/2023 6:15 PM
1241,Lake Okeechobee Watershed,NA,1,PLP-1,4,PLP-1-4,Planning - Plan Formulation,Transfer/Share,"Programmatic Agreement, Implemented.",5000,0,0,1,0,7/27/2023 6:16 PM
1241,Lake Okeechobee Watershed,NA,2,PLP-2,1,PLP-2-1,Planning - Plan Formulation,Avoidance,"Include greater cost contingencies (i.e., use conservative real estate cost estimates for initial planning efforts).",5000,0,1,0,0,7/27/2023 6:29 PM
3911,Andalusia Island Complex,NA,27,ECV-27,1,ECV-27-1,Engineering - Civil,Prevention,"Risk could be reduced by having a utility coordination meeting with all applicable utility companies.  Good engineering judgment and contingencies can also be used to reduce risk.
",0,0,0,0,0,8/11/2023 1:43 PM
4072,Lower Mud,NA,50,PRM-50,1,PRM-50-1,Project Management,Prevention,See REF 13.,0,0,0,0,0,8/17/2023 4:42 PM
3544,Test A Project,NA,20,PLN-20,1,PLN-20-1,Planning - Environmental,Transfer/Share,We go to court,50000,40,0,0,0,8/21/2023 4:37 PM
3911,Andalusia Island Complex,NA,10,COM-10,1,COM-10-1,Public Affairs,Transfer/Share,"If concerns with surveys/data present themselves, seek support with SARA.
",0,0,0,0,0,8/3/2023 4:41 PM
4071,DRSAA 22 Tangipahoa Parish FRM,NA,39,EHH-39,1,EHH-39-1,Engineering - Hydrology and Hydraulics,Avoidance,"Researched if portions of the bridge survey data for the stream network is being completed by contractor and acquire as portions are collected.  If alternatives near certain bridges are discussed, a closer look into modeling that bridge will be taken.  Because of the shear number of bridges inclusion is not really feasible.  Bridges are not modeled in HEC-RAS for a large potion of the study area.",0,0,1,1,0,8/21/2023 3:04 PM
3911,Andalusia Island Complex,NA,39,RLE-39,1,RLE-39-1,Real Estate,Prevention,"Define specific work on the RRs ROW early.  Check on any existing agreements the RRs have with the City of San Antonio for O&M purposes in the creeks.  Early detection of instruments required from the RRs in their road ROW.
",0,0,0,0,0,8/14/2023 4:53 PM
4071,DRSAA 22 Tangipahoa Parish FRM,NA,41,EHH-41,1,EHH-41-1,Engineering - Hydrology and Hydraulics,Transfer/Share,"Determined this is not a risk.  Included for purposes of documentation.  If possible, support a parish wide warning system.",0,0,1,1,0,8/21/2023 3:11 PM
4071,DRSAA 22 Tangipahoa Parish FRM,NA,42,EHH-42,1,EHH-42-1,Engineering - Hydrology and Hydraulics,Transfer/Share,"Determined this is not a risk, but is a concern of the Parish.  ",0,0,1,1,0,8/21/2023 3:13 PM
4012,Whitney Lake Reallocation Study,NA,3,PLE-3,1,PLE-3-1,Planning - Economics,Transfer/Share,Accepting the risk that water needs will need to be identified as part of the study. ,0,0,1,0,0,8/22/2023 6:02 PM
2625,Kansas River Reservoirs Flood and Sediment Study,NA,3,PLP-3,1,PLP-3-1,Planning - Plan Formulation,Transfer/Share,"Through an open and transparent communications process varying opinions were identified and discussed and generally participants came to agreement on the problems, needs, and opportunities identified. No issues of stakeholder or public dispute over the identification of problems, needs, and opportunities have arisen and generally consensus on these was achieved.",0,0,1,1,0,8/21/2023 7:40 PM
2625,Kansas River Reservoirs Flood and Sediment Study,NA,4,PRM-4,1,PRM-4-1,Project Management,Transfer/Share,"Information gathering was completed and determined adequate to describe the existing conditions. This will be further refined if additional information becomes available during the Recommendations Milestone. 
Additionally, the primary focus of the study is the State of Kansas based on the locations with a high probability of a problem occurring and a high consequence if they occur. Areas in Nebraska and Colorado were described as well but are not the focus.  
",0,0,1,1,0,8/21/2023 7:42 PM
2625,Kansas River Reservoirs Flood and Sediment Study,NA,6,PRM-6,1,PRM-6-1,Project Management,Transfer/Share,"Numerous meetings were held with the non-federal sponsors and key stakeholder including conducting a planning charette, small group workshop with over 40 stakeholders, presentations at multiple organizations, meetings with the advisory committee, and numerous meetings with key stakeholder groups. While some differences of priorities were noted a watershed study is broad in its approach which allows more flexibility in developing recommendations to meet a broader set of needs.",0,0,1,1,0,8/21/2023 7:45 PM
2625,Kansas River Reservoirs Flood and Sediment Study,NA,7,PRM-7,1,PRM-7-1,Project Management,Mitigation,"Numerous meetings were held with the non-federal sponsors and key stakeholder including conducting a planning charette, small group workshop with over 40 stakeholders, presentations at multiple organizations, meetings with the advisory committee, and numerous meetings with key stakeholder groups. While some differences of priorities were noted a watershed study is broad in its approach which allows more flexibility in developing recommendations to meet a broader set of needs.",0,0,1,1,0,8/21/2023 7:47 PM
2625,Kansas River Reservoirs Flood and Sediment Study,NA,8,PLP-8,1,PLP-8-1,Planning - Plan Formulation,Mitigation,"Numerous meetings were held with the non-federal sponsors and key stakeholder including conducting a planning charette, small group workshop with over 40 stakeholders, presentations at multiple organizations, meetings with the advisory committee, and numerous meetings with key stakeholder groups.
Using completed existing condition information and future without project conditions an initial screening was conducted to allow refinement of the initial measures and strategies identified. These will continue to be refined during the Recommendation Milestone. 
",0,0,1,1,0,8/21/2023 7:49 PM
2625,Kansas River Reservoirs Flood and Sediment Study,NA,11,PRM-11,1,PRM-11-1,Project Management,Prevention,"Numerous meetings were held with the non-federal sponsors and key stakeholder including conducting a small group workshop with over 40 stakeholders, presentations at multiple organizations, meetings with the advisory committee, and numerous meetings with key stakeholder groups. The risk assessment and uncertainty evaluation refined and identified any additional differences of priorities. This process was also useful in allowing more flexibility in developing recommendations to meet a broader set of needs with recommendations to address low priority issues over time when funding is available. ",0,0,1,1,0,8/21/2023 8:17 PM
2625,Kansas River Reservoirs Flood and Sediment Study,NA,10,PRM-10,1,PRM-10-1,Project Management,Mitigation,"Numerous meetings were held with the non-federal sponsors and key stakeholder including conducting a small group workshop with over 40 stakeholders, presentations at multiple organizations, meetings with the advisory committee, and numerous meetings with key stakeholder groups. A risk assessment and uncertainty evaluation was also conducted holding individual focus meeting around the primary issues identified in the basin. This resulted in a framework to inform prioritization of draft recommendations. ",0,0,1,1,0,8/21/2023 7:55 PM
4111,Pond Creek Water Extension Project,NA,4,PRM-4,1,PRM-4-1,Project Management,Transfer/Share,"Frequent communication with sponsor to understand Sponsor's time to begin design or construction work
",1,1,0,0,0,8/23/2023 2:32 PM
3511,"C&SF:Flood Resiliency (Section 216) Study, FL",NA,16,PLP-16,1,PLP-16-1,Planning - Plan Formulation,Prevention,Developing executive team to oversee all and pull together document.  Use of DQC throughout study. Allow for reasonable DQC time.,130000,45,1,0,0,7/10/2023 4:42 AM
3677,Capstone,NA,39,EPE-39,1,EPE-39-1,Construction - Project Engineer,Avoidance,"Minimize weather impacts by completing construction activities before the historical data shows weather consistently worsening, say 31 OCT. ",75000,5,1,0,0,7/18/2023 4:35 PM
3511,"C&SF:Flood Resiliency (Section 216) Study, FL",NA,17,EHH-17,1,EHH-17-1,Engineering - Hydrology and Hydraulics,Prevention,Reduce the amount of model runs needed. Establish a data management system  captured in the PMP. Assumed 5% of EN-WH & EN-WM.,50000,20,1,0,0,7/10/2023 4:58 AM
4072,Lower Mud,NA,3,PRM-3,1,PRM-3-1,Project Management,Transfer/Share,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,8/15/2023 1:42 PM
4051,Environmental Infrastructure Template,NA,9,PRM-9,1,PRM-9-1,Project Management,Avoidance,"Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement to 
",1,1,0,0,0,8/9/2023 8:14 PM
3911,Andalusia Island Complex,NA,26,ECV-26,1,ECV-26-1,Engineering - Civil,Prevention,Risk could be reduced by having a utility coordination meeting with all applicable utility companies.  Good engineering judgment and contingencies can also be used to reduce risk.,0,0,0,0,0,8/11/2023 1:26 PM
4072,Lower Mud,NA,19,RLE-19,1,RLE-19-1,Real Estate,Transfer/Share,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,8/15/2023 6:10 PM
2969,Ponte Vedra Beach CSRM,NA,13,PLN-13,1,PLN-13-1,Planning - Environmental,Transfer/Share,PDEC will work with agencies to gain information on this issue and incorporate BMP's into alternatives,0,0,0,0,0,7/17/2023 2:42 PM
1241,Lake Okeechobee Watershed,NA,11,PLP-11,1,PLP-11-1,Planning - Plan Formulation,Transfer/Share,Cost of post-treatment for recovered water.,50000,0,0,0,0,7/31/2023 1:14 PM
2969,Ponte Vedra Beach CSRM,NA,22,RLE-22,1,RLE-22-1,Real Estate,Transfer/Share,"PDT will proceed with creating two economic assessments for the TSP, one with admin only costs and one with LERRDs while OC and RE discuss. Continuation of plan formulation and potential for justified project.",0,0,0,0,0,7/17/2023 3:26 PM
1664,C&SF: CERP: Western Everglades Restoration Project,NA,2,RLE-2,1,RLE-2-1,Real Estate,Avoidance,Request approval from HQ of additional non-standard estates. WERP has already received approval of 14 non-standard estates.,5000,30,1,0,0,7/24/2023 6:09 PM
3993,"Vermilion County, Illinois, Emergency Streambank Stabilization",NA,4,PLN-4,1,PLN-4-1,Planning - Environmental,Prevention,Low impact but unavoidable.,0,0,0,0,0,7/24/2023 2:15 PM
1664,C&SF: CERP: Western Everglades Restoration Project,NA,4,PLP-4,1,PLP-4-1,Planning - Plan Formulation,Transfer/Share,"Compressed/concurrent reviews of Draft AND Final PIR/EIS. Weekly check in with SES and Leaders from SAD, SAJ, SFWMD, FDEP and PDT to track progress and make ""real time"" decisions. ",10000,0,1,1,0,7/24/2023 6:33 PM
1664,C&SF: CERP: Western Everglades Restoration Project,NA,5,PLP-5,1,PLP-5-1,Planning - Plan Formulation,Avoidance,Refine Alt HNF to reduce/eliminate off-site RE effects. ,20000,30,1,0,0,7/24/2023 6:46 PM
1664,C&SF: CERP: Western Everglades Restoration Project,NA,6,PLP-6,1,PLP-6-1,Planning - Plan Formulation,Avoidance,Team prepares memo that describes technical details and assumptions that went into sizing the WERP STAs and decisions that were made regarding the joint STA footprint (Woodley Memo). ,50000,180,1,1,0,7/24/2023 4:19 PM
1664,C&SF: CERP: Western Everglades Restoration Project,NA,6,PLP-6,2,PLP-6-2,Planning - Plan Formulation,Avoidance,"HQ Direction is to maintain schedule to make WRDA 24, prepare Draft PIR/EIS with existing assumption; resolution of cost sharing will continue to be pursued.",5000,0,1,0,0,7/24/2023 7:02 PM
