"CREATION_DATE","DATE_DECISION_MADE","PROJECT_ID","PROJECT_NAME","USACE_ORGANIZATION","P2_PROGRAM_CODE","P2_NUMBER","'DL-'||D.DECISION_ID","DISTRICT_CODE","DECISION_NAME","DECISION_DESCRIPTION","IMPACTED_RISKS","IMPACTED_PHASE","LIFECYCLEPHASENAME","IMPACTED_MILESTONE","MILESTONE","APPROVED","DECISION_LEVELS","DECISION_LEVEL_DESC","DECISION_NOTES"
"2024-02-12T21:25:28.710Z","2021-04-08T04:00:00.000Z",3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Wilmington District(SAW)","481505","481505","DL-4","SAW","Appropriate model to Coastal Storm risks within the A.I.W.W. portion of the study area"," The current profiles of Beach fx would not extend far enough to assess risks in the back bay of the island. There is also disagreement within the agency about the effectiveness of Beach fx for back bay analysis on CSRM studies. Economics considers G2CRM to be the best model to analyze the risk along in the back bay of the study area. It is also more effective in evaluating risks and formulating alternatives in the back bay than the GIS tools used thus far. As there is enough potential risk in the back bay of the study area to warrant further examination, and only one model is effective in evaluating this risk, a G2CRM is recommended by the PDT on the study.  This recommendation was communicated to SAW leadership and command, and integrated into a waiver request to 3x3x3 requirements, which was approved 16 June 2023","13",4,"Planning",3,"Tentatively Selected Plan","Yes","2,3,4","",""
"2024-02-13T15:26:24.582Z","2023-07-12T04:00:00.000Z",3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Wilmington District(SAW)","481505","481505","DL-8","SAW","Need for Planning Charette for the study","A charette is a structured, collaborative workshop in which a group or team comes together to develop solutions to a problem and make decisions that move a study forward. Such was proposed to align the NFS, resource agencies, stakeholders, local governments, tribes, and public on the proposed project, reformulate the alternatives array, determine risk and uncertainty, identify opportunities, and make decisions on the study. However, the charette was rejected due to the study schedule concerns. Decision is captured in an email dated 12 July 2023.","",4,"Planning",3,"Tentatively Selected Plan","Yes","2","District Leadership",""
"2024-02-13T15:31:49.070Z","2023-09-22T04:00:00.000Z",3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Wilmington District(SAW)","481505","481505","DL-9","SAW","Use of natural and nature-based features (NNBF) for the project","Consideration of NNBF for CSRM studies/project is required by the Implementation Guidance for Section 1184 of the Water Resources Development Act of 2016 (WRDA 2016), Consideration of Measures dated 16 November 2017. It was determined that reef balls were not a viable option as there was too much wave energy affecting the coastline. Living shorelines, oyster reefs and wetlands were possibilities along the Atlantic Intercoastal Waterway portion of the island for smaller events. However, they are not as reliable as other measures (i. e. bulkheads) in reducing risks associated with major coastal storms and hurricanes. The PDT decided to delay a consideration of their inclusion within the alternatives array until we have some results from the Beach Fx and G2CRM. Decision is captured in an MFR dated 31 August 2023.","",4,"Planning",3,"Tentatively Selected Plan","Yes","1","Project Delivery Team",""
"2024-02-13T14:11:50.473Z","2024-02-13T05:00:00.000Z",4151,"Norfolk Harbor, VA, Anchorage F Limited Reevaluation Report","Norfolk District(NAO)","","513657","DL-1","NAO","Fish Resources (PLN-11)","Fish Resources Risk was inactivated; scale and scope of the Anchorage F project does not necessitate including this risk moving forward. Existing information will be used to to analyze fish resources. ","11",4,"Planning",0,"","Yes","","",""
"2024-03-05T16:49:45.206Z","2024-03-05T05:00:00.000Z",4151,"Norfolk Harbor, VA, Anchorage F Limited Reevaluation Report","Norfolk District(NAO)","","513657","DL-3","NAO","Underkeel","In order to evaluate the underkeel clearance requirements of the design vessels, additional depths have been added to the final array of alternatives.","10,1,7",4,"Planning",2,"Alternatives ","Pending","2,3","",""
"2024-03-05T16:50:41.360Z","2024-03-04T05:00:00.000Z",4151,"Norfolk Harbor, VA, Anchorage F Limited Reevaluation Report","Norfolk District(NAO)","","513657","DL-2","NAO","Focused Array","The Focused Array will include the current, authorized dimensions of Anchorage F (FWOP) and the proposed diameter of 3,840 ft. and depths of -51', -52', -53', -54', and -55' MLLW.  Also see OPS-10 risk.","1,10",4,"Planning",2,"Alternatives ","Pending","2,3","","3/04/24 - addition of -52' MLLW alternative.
2/29/24 - addition of -54' MLLW alternative."
"2024-01-09T13:35:27.200Z","2024-01-08T05:00:00.000Z",4172,"Middle Peninsula State Park","Norfolk District(NAO)","","492804","DL-5","NAO","Additional Screening Decisions","Decision made to screen:

(1)  Alternatives that do not include marsh fringe enhancement [Rationale: Restoring the marsh is the primary ecosystem restoration opportunity; Restoring and protecting the marsh is critical to improve the resiliency and provide additional protection/tie in to measures proposed in Area 2; Level of performance concerns for toe protection (at existing marsh) and offshore reef habitat as standalone measures.]

(2)  Oyster and mussel restoration options [Rationale: Not included in letter of intent, nor does it seem to be a specific desire of DCR; Healthy mussel population observed on site; Providing oyster habitat through other measures (natural recruitment likely).]

(3)  Oyster reef structures as toe protection option [Rationale: Cost and level of performance concerns under the site conditions; Rubble mound sill is proposed method of toe protection.]","",20,"Planning",77,"Planning","Yes","1,5","","Email documenting DCR approval attached."
"2024-01-09T13:25:52.598Z","2023-11-15T05:00:00.000Z",4172,"Middle Peninsula State Park","Norfolk District(NAO)","","492804","DL-6","NAO","Terminology: Sand Fill","At the request of the NFS, the team decided to use the term ""sand fill"" in lieu of ""beach nourishment."" The decision was made to help manage expectations of the public in regard to what is meant by the term ""beach."" The intent of the proposed measure is to include sand fill behind a protective structure, such as breakwaters, without additional vegetation being planted. DCR does not wish to perform frequent maintenance to provide a manicured public beach, which is commonly thought of when hearing the term ""beach."" The intent is to provide a sandy area, likely with some vegetation occurring naturally, that is more natural and allows the public access to the water.","",20,"Planning",77,"Planning","Yes","1,5","","Attached email documenting request by NFS (DCR) to avoid using the term ""beach"" when describing the proposed measures. "
"2024-01-18T16:57:32.691Z","2024-01-05T05:00:00.000Z",4172,"Middle Peninsula State Park","Norfolk District(NAO)","","492804","DL-7","NAO","Change terminology from ""Reaches"" to ""Areas""","The PDT originally divided the study area into ""Reaches"" 1, 2, and 3 to differentiate between the marsh habitat, on the eastern and western extents (Reaches 1 and 3), and the previously modified shoreline (Reach 2) in the middle. Concerns were raised about the use of the term ""Planning Reaches,"" as this typically implies separate risk drivers. The actual intent, however, was to distinguish between distinct site characteristics/habitat that would benefit from different measures to address the same risk drivers.  There was also concern that use of this terminology would imply the project could be segmented. In order to address these concerns, the PDT will be using the term ""Areas"" going forward, in place of the previously used term ""Reaches"".","",20,"Planning",77,"Planning","Yes","1","Project Delivery Team",""
"2023-11-28T15:06:47.010Z","2023-09-18T04:00:00.000Z",4172,"Middle Peninsula State Park","Norfolk District(NAO)","","492804","DL-1","NAO","Revised study boundary","Study boundary updated to avoid potential impacts to archaeological site 44GL0255 on the SE end after confirmation from NFS received at PDT meeting 18 SEP 2023.","5,4,13",20,"Planning",77,"Planning","Yes","1,5","",""
"2024-02-07T13:23:12.460Z","2024-01-05T05:00:00.000Z",4172,"Middle Peninsula State Park","Norfolk District(NAO)","","492804","DL-8","NAO","Alternatives will not encroach into the Private Oyster Leases","All measures directly impacting the oyster leases were removed to avoid acquisition of a leased state bottom. Proposed alternatives going forward, will not encroach into the private oyster leases. Close proximity and required buffers are still a concern and additional coordination with VMRC is required.","1,12",20,"Planning",77,"Planning","Yes","1,5","","Alternatives including vegetated slope stabilization as a stand alone measure in Area 2, were the only alternatives that were expected to encroach into the private oyster leases. These alternatives were screened on Nov 15, 2023. (See DL-3 for more information).

Initial conversation (Feb 6, 2024) with private oyster lease holder, Chris Sopka of Sea Farms, Inc., indicated no objections/expected impacts to operations as long as project does not encroach into oyster lease."
"2024-02-01T16:08:59.855Z","2023-10-31T04:00:00.000Z",4172,"Middle Peninsula State Park","Norfolk District(NAO)","","492804","DL-9","NAO","Virtual Public Scoping Meeting","Due to low-risk nature and scale of the study, as well as scheduling complications/implications of coordinating and in-person meeting (especially around the holidays), a decision was made to hold a virtual public scoping meeting. ","",20,"Planning",77,"Planning","Yes","1,2,5","","Project website was created to disseminate information."
"2024-02-01T16:23:05.712Z","2023-12-13T05:00:00.000Z",4172,"Middle Peninsula State Park","Norfolk District(NAO)","","492804","DL-10","NAO","Ecological Assessment Method","Preliminary decision to employ the Evaluation for Planned Wetlands model, the Ribbed Mussel HEA, and the Oyster HEA for Middle Peninsula. Suitability of the Evaluation for Planned Wetlands model and the need for Ribbed Mussel HEA and/or Oyster HEA is still TBD.
","",20,"Planning",77,"Planning","Pending","1,2","","Study boundary includes previously modified shoreline with marsh habitat on either end. Ecological assessment needs to address both habitat creation and shoreline protection. Shoreline protection is a greater concern in Area 2 (previously modified shoreline), whereas ecosystem restoration is a greater concern in Areas 1 and 3 (marsh habitat)."
"2023-12-20T15:52:31.660Z","2023-10-02T04:00:00.000Z",4172,"Middle Peninsula State Park","Norfolk District(NAO)","","492804","DL-2","NAO","Screen Shoreline Revetment Measure","Revetment is the 'grayest' management measure being considered in the initial array of alternatives. While this management measure provides significant protection against shoreline erosion, it offers little in terms of ecological benefits/ecosystem restoration. In addition, implementation of a revetment creates user conflicts by removing the option for public access to the water and the potential for recreation opportunities, which is a priority for the NFS.

At the PDT meeting on 02 OCT 2023, the decision was made to screen alternatives that include shoreline revetment as a management measure due to the user conflicts and the fact that there are more balanced alternatives proposed.","",20,"Planning",77,"Planning","Yes","1,5","",""
"2024-01-22T14:28:47.467Z","2023-11-15T05:00:00.000Z",4172,"Middle Peninsula State Park","Norfolk District(NAO)","","492804","DL-3","NAO","Screen Vegetated Slope Stabilization as a standalone measure.","To provide an adequate level of shoreline protection as a standalone measure in Reach 2, vegetated slope stabilization would require a 10:1 slope, with the shoreline being graded approximately 60 ft out.  It would also require additional space to provide adequate toe protection. With the proximity of the private oyster leases in Reach 2, this measure would encroach into the leases. The site also has a lot more trees in the area behind Reach 2, from the existing access road and heading west (towards Reach 3). It is assumed most public access would occur around the existing access road and in the area closer to the eastern extent where there are fewer trees. 

As such, the PDT (including the NFS) decided to screen Vegetated Slope Stabilization as a standalone measure due to the user conflicts and opted to add a combination which includes breakwaters + sand fill on the eastern extent, where there is greater distance between the shoreline and the oyster leases, and smaller breakwaters/sills with vegetated slope in behind, along the western extent. In addition to avoiding encroachment into the private oyster leases, this option would also provide a greater opportunity for recreation/public access behind the larger breakwaters with sand fill and ecosystem restoration in the remaining portion. 

Discussed at PDT 106 NOV 2023 and via phone/email 15 NOV 2023. NFS concurrence provided on 15 NOV 2023.
","1,12",20,"Planning",77,"Planning","Yes","1,5","","Attached email documenting screening decision with NFS."
"2024-01-24T13:27:15.089Z","2023-12-11T05:00:00.000Z",4172,"Middle Peninsula State Park","Norfolk District(NAO)","","492804","DL-4","NAO","Project Name ","DCR recently made the decision to merge Middle Peninsula State Park with the nearby Machicomoco State Park, which is undergoing an update to the master plan. The decision means that Middle Peninsula will now be a unit of Machicomoco State Park, rather than a separate State Park.
 
The PDT determined that the project name would not be updated, but clarification would be made in any public engagement. The project will be referred to Section 510 Middle Peninsula Feasibility Study for consistency/simplicity, but additional verbiage would be added to any public engagements/correspondence to clarify this is now a unit of Machicomoco State Park.

The PDT established it is very important to distinguish between the Section 510 project and the concurrent Machicomoco and Middle Peninsula Unit master planning process that DCR is conducting. 

In the Detailed Project Report, a disclaimer will be added at the beginning of the document to provide this information and make it clear that it will be referred to as Middle Peninsula State Park (MPSP) throughout the entirety of the document.
","15",20,"Planning",77,"Planning","Yes","1,5","",""
"2023-11-06T21:09:28.791Z","2023-10-03T04:00:00.000Z",4234,"The Hoosic River","New York District(NAN)","503230","503230","DL-1","NAN","Study Area - Interim Response - Hoosic River within North Adams, MA","The PDT decided to do an interim response to the study authority within WRDA 2020 to follow the Federal Cost Share Agreement (FCSA) that was negotiated and signed with North Adams. The wording within the FCSA is to pursue ""a coordinated and implementable flood risk management solution to alleviate environmental degradation problems along the Hoosic River and examine legacy project modifications for improvements to the environment. The study will determine if there is a technically feasible, economically justified and environmentally compliant recommendation for Federal participation in the flood risk management, ecosystem restoration, infrastructure, recreation, and natural resource management challenges in and along the Hoosic River in North Adams, MA."" This will allow the team to focus on the study area and not overextend resources pursuing all issues in the Hoosic within Massachusetts. ","",4,"Planning",1,"Project Initiation","Pending","1,2,3,4,5","","To be completed with the VTAM decision. "
"2023-11-06T21:29:38.648Z","2023-10-10T04:00:00.000Z",4234,"The Hoosic River","New York District(NAN)","503230","503230","DL-2","NAN","HTRW Mitigation","In order to limit the HTRW-related risks due to unexpected areas, the PDT decided to contract an Environmental Database Report and perform a Phase 1 Enviromental Site Assessment (ESA) before the AMM. Its expected completion date is 17 November 2023.","1",4,"Planning",1,"Project Initiation","Yes","1","Project Delivery Team",""
"2024-01-17T19:02:20.449Z","2024-01-17T08:00:00.000Z",4278,"RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","Los Angeles District(SPL)","","507954","DL-2","SPL","USACE Regional Economic Systems","USACE Regional Economic Systems (RECONS 2.0)
RECONS is designed to provide accurate and defensible estimates of regional economic impacts and contributions associated with Corps projects, programs, and infrastructure across Corps Civil Works business lines. Regional economic impacts and contributions are measured as economic output, jobs, income, and value added.","",4,"Planning",2,"Alternatives ","Yes","1","Project Delivery Team",""
"2024-01-17T19:03:23.310Z","2024-01-17T08:00:00.000Z",4278,"RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","Los Angeles District(SPL)","","507954","DL-3","SPL","Episodic Riverine Module of California Rapid Assessment Model (CRAM)","Episodic Riverine Module of California Rapid Assessment Model (CRAM)
We will be using Episodic Riverine Module of CRAM (California Rapid Assessment Method). It is intended to be used in context with the User’s Manual of CRAM (ver. 6.1; CWMW 2013). It was developed as a modification of the field book for riverine wetlands (ver. 6.1), termed the standard riverine CRAM module. 
 
The episodic riverine CRAM module is based on the fundamental assumptions and relationships between condition and function shared between all CRAM modules. Four universal attributes of condition are recognized: (1) Buffer and landscape context; (2) Hydrology; (3) Physical structure; and (4) Biotic structure. However, the metrics comprising these attributes have been adapted to account for the unique characteristics of predominantly dry episodic waterways.

CRAM is a cost-effective and scientifically defensible rapid assessment method for monitoring and assessing the ecological conditions of wetlands throughout California. It takes less than half a day to assess a wetland area, and is designed evaluate the condition of the wetland based on its landscape setting, hydrology, physical structure and biological structure.  Because the methodology is standardized for over seven types of wetlands, ecological condition scores can be compared at the local, regional and statewide landscape scales.  CRAM can also be used to assess the performance of compensatory mitigation projects and restoration projects. The easy-to-use, online data entry forms ensures that all of the appropriate site information and field data associated with CRAM assessments can be archived online and access by environmental managers, planners, and stakeholders to inform wetland management and planning decisions. The ability to draw the CRAM assessment area online using an aerial image of the site, makes it easy for CRAM practitioners to enter their site information making it available on EcoAtlas (if allowed by the landowner). ","",4,"Planning",2,"Alternatives ","Pending","","",""
"2024-01-17T19:04:16.796Z","2024-01-17T08:00:00.000Z",4278,"RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","Los Angeles District(SPL)","","507954","DL-4","SPL","HEC-RAS","HEC-RAS 6.3 (Hydraulic Analysis Software)
The software performs 1-D steady and unsteady flow river hydraulics calculations and has capability for 2-D (and combined 1-D/2-D) unsteady flow calculations. It will be used for steady flow analysis to evaluate the future without-project and future with-project conditions, as well as potentially be utilized for sediment transport analysis.","",4,"Planning",2,"Alternatives ","Yes","1","Project Delivery Team",""
"2024-01-17T19:05:43.432Z","2024-01-17T08:00:00.000Z",4278,"RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","Los Angeles District(SPL)","","507954","DL-5","SPL","IEPR Triggers","IEPR Triggers not met:
Mandatory IEPR Triggers
•	Has the Chief of Engineers determined the project is controversial? No
•	Has the Governor of an affected state requested an IEPR? No
•	Is the cost of the project more than $200 million? No
","",4,"Planning",2,"Alternatives ","Pending","","",""
"2024-01-17T19:06:41.852Z","2024-01-17T08:00:00.000Z",4278,"RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","Los Angeles District(SPL)","","507954","DL-6","SPL","Targeted ATR","Will a targeted ATR be conducted for the study? Yes. Targeted ATRs will be conducted for Hydraulic Modeling and Habitat Modeling efforts prior to the TSP Milestone.","",4,"Planning",3,"Tentatively Selected Plan","Pending","","",""
"2024-01-17T19:07:16.921Z","2024-01-17T08:00:00.000Z",4278,"RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","Los Angeles District(SPL)","","507954","DL-7","SPL","Safety Assurance Review","Safety Assurance Review is not anticipated at this time for a potential future project resulting from this Aquatic Ecosystem Restoration study, as the study’s objective is not addressing a life safety risk. Restoration alternatives will be evaluated through hydraulic analysis to ensure flood and life safety risks are not increased.  This interim decision should be revisited as the study approaches the design phase.","",4,"Planning",2,"Alternatives ","Pending","","",""
"2024-01-17T19:01:31.339Z","2024-01-17T08:00:00.000Z",4278,"RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","Los Angeles District(SPL)","","507954","DL-1","SPL","IWR Planning Suite","IWR Planning Suite 2.0.9
The IWR Planning Suite is a water resources investment decision support tool originally built for the formulation and evaluation of ecosystem restoration alternative plans; however, it is now more widely used by all USACE business lines for evaluation of actions involving monetary and non-monetary cost and benefits. It will be used to help inform the selection of the NER plan.","",4,"Planning",2,"Alternatives ","Yes","1","Project Delivery Team",""
"2023-11-07T20:17:46.871Z","2023-11-07T06:00:00.000Z",4279,"TEST Wild Rice Habitat Redevelopment","St. Paul District(MVP)","999999","999999","DL-1","MVP","Decision Log for Wild Rice Development Risk 1","We decided to move forward with the plan to dredge the habitat area to a depth that will support cool enough temperatures to sustain wild rice.","2",20,"Planning",77,"Planning","Yes","1","Project Delivery Team",""
"2023-11-22T19:43:19.817Z","2023-11-22T06:00:00.000Z",4279,"TEST Wild Rice Habitat Redevelopment","St. Paul District(MVP)","999999","999999","DL-2","MVP","Decision Level - Project Delivery Team","Test","",21,"Design",79,"Parametric Design (15%) ","Pending","1","Project Delivery Team","Test PDT"
"2023-11-22T19:46:10.304Z","2023-11-22T06:00:00.000Z",4279,"TEST Wild Rice Habitat Redevelopment","St. Paul District(MVP)","999999","999999","DL-8","MVP","Decision Level - Combo","test","2",21,"Design",78,"Design Start","Pending","4,5,6","",""
"2023-11-22T19:43:58.686Z","2023-11-22T06:00:00.000Z",4279,"TEST Wild Rice Habitat Redevelopment","St. Paul District(MVP)","999999","999999","DL-3","MVP","Decision Level - District leadership","Test","",23,"Closeout",92,"Troop Ready Date","Pending","2","District Leadership",""
"2023-11-22T19:44:28.358Z","2023-11-22T06:00:00.000Z",4279,"TEST Wild Rice Habitat Redevelopment","St. Paul District(MVP)","999999","999999","DL-4","MVP","Decision Level - Division Leadership","Test","1",20,"Planning",77,"Planning","Pending","3","Division Leadership",""
"2023-11-22T19:44:54.317Z","2023-11-22T06:00:00.000Z",4279,"TEST Wild Rice Habitat Redevelopment","St. Paul District(MVP)","999999","999999","DL-5","MVP","Decision Level - HQ Leadership","test","2",20,"Planning",77,"Planning","Pending","4","Headquarters Leadership",""
"2023-11-22T19:45:19.075Z","2023-11-22T06:00:00.000Z",4279,"TEST Wild Rice Habitat Redevelopment","St. Paul District(MVP)","999999","999999","DL-6","MVP","Decision Level - Sponsor","test","1",23,"Closeout",91,"Beneficial Occupancy Date","Pending","5","Sponsor",""
"2023-11-22T19:45:46.748Z","2023-11-22T06:00:00.000Z",4279,"TEST Wild Rice Habitat Redevelopment","St. Paul District(MVP)","999999","999999","DL-7","MVP","Decision Level - Other ","test","1",22,"Solicitation",86,"Advertise","Pending","6","Other (Stakeholder, etc.)",""
"2023-11-22T19:47:49.699Z","2023-11-22T06:00:00.000Z",4279,"TEST Wild Rice Habitat Redevelopment","St. Paul District(MVP)","999999","999999","DL-9","MVP","Decision Level - Project Delivery Team","test","2",27,"",89,"Contract Required Complete","Pending","1","Project Delivery Team",""
"2024-02-23T15:09:23.817Z","2024-03-01T06:00:00.000Z",4511,"Liverpool Flowing Side Channel, Navigation Ecosystem Sustainability Program","Rock Island District(MVR)","","515735","DL-1","MVR","Agreement on Draft Six Pieces of Paper ","","",4,"Planning",1,"Project Initiation","Pending","1","Project Delivery Team",""
"2024-02-23T15:08:17.649Z","2024-02-09T06:00:00.000Z",4511,"Liverpool Flowing Side Channel, Navigation Ecosystem Sustainability Program","Rock Island District(MVR)","","515735","DL-2","MVR","Removal of Factsheet-approved Third Objective (Provide a reliable water source to Chautauqua National Wildlife Refuge)","The PDT concurred on removing the following objective from consideration for the PIR: ""Provide a reliable water source to Chautauqua National Wildlife Refuge."" Benefit to Chautauqua National Wildlife Refuge was added as an opportunity.","",4,"Planning",1,"Project Initiation","Yes","1","Project Delivery Team",""
"2024-02-07T16:49:27.755Z","2024-01-31T06:00:00.000Z",4651,"Pool 18 Forestry","Rock Island District(MVR)","","491458","DL-1","MVR","Initial POOCs","IA DNR, USFWS, and USACE concurred upon POOCs.","",4,"Planning",1,"Project Initiation","Yes","1","Project Delivery Team",""
"2024-02-06T21:18:27.946Z","2024-01-24T06:00:00.000Z",4651,"Pool 18 Forestry","Rock Island District(MVR)","","491458","DL-2","MVR","POOCs Agreed Upon","","",4,"Planning",1,"Project Initiation","Yes","1","Project Delivery Team",""
"2024-03-12T15:35:29.933Z","2024-03-06T06:00:00.000Z",4651,"Pool 18 Forestry","Rock Island District(MVR)","","491458","DL-3","MVR","Measures Screening Criteria","Criteria to screen measures agreed upon with IADNR and USFWS.","",4,"Planning",2,"Alternatives ","Yes","1,5","","Document stating that all parties agree on screening criteria."
"2024-03-21T14:29:30.711Z","2021-06-07T04:00:00.000Z",4772,"Dickenson Co 202","Huntington District(LRH)","","112491","DL-1","LRH","Project Manager Changed","Audrey Richter started an 18-month temporary detail in project Management. The Dickenson County PM role was transferred from B. Moore to Audrey Richter. Brandon Moore was temporarily filling the PM role due to the previous PM (Ramon Mejia) started a detail in Germany. Project Manager changed from Mejia/Moore to Audrey Richter. ","",4,"Planning",4,"Agency Decision","Yes","","",""
"2024-03-21T14:31:33.909Z","2018-03-09T05:00:00.000Z",4772,"Dickenson Co 202","Huntington District(LRH)","","112491","DL-2","LRH","Guidance provided for eligibility for Emergency Supplemental Funds.","Announcement that 33 States and territories with flood related major disaster declarations in FY 2014-2017 are eligible for Investigations and Construction funds.  Only obligations incurred on or after 9 FEB 18 are eligible to be funded by supplemental funds. Costs funded with FY18 supplemental or ""ongoing"" construction projects are 100% Federally funding, including reimbursing real estate.  Model PPAs and amendments will be developed.  Per project caps apply.  Predominant purpose must be reducing risks to life and to infrastructure from floods and coastal storms.","",4,"Planning",1,"Project Initiation","Yes","","",""
"2024-03-21T14:34:35.975Z","2018-02-26T05:00:00.000Z",4772,"Dickenson Co 202","Huntington District(LRH)","","112491","DL-3","LRH","$20 million was received","The original request for supplemental funding for McDowell County on 26 FEB 2018 was a range of $175 to $190 million to acquire or floodproof approximately 700 residential and commercial structures in this voluntary program, which was projected to complete the original DPR.  The funding could not be used to complete the amendment to the DPR to include structures impacted by the 2001 and 2002 floods as authorized by WRDA 2007.  The estimate was developed by Rebecca Bennett working with Mike Keathley and Dusty Carroll. ","",4,"Planning",1,"Project Initiation","Yes","","",""
"2024-03-21T14:34:15.990Z","2018-06-14T04:00:00.000Z",4772,"Dickenson Co 202","Huntington District(LRH)","","112491","DL-4","LRH","The McDowell request was reduced to completion in 4 years.","A memo was provided by Mr. Durrett directing all long-term construction items in the Supplemental Program should be completed in 3 to 5 years.","",4,"Planning",1,"Project Initiation","Yes","","",""
"2024-03-21T14:40:35.417Z","2018-07-05T04:00:00.000Z",4772,"Dickenson Co 202","Huntington District(LRH)","","112491","DL-6","LRH","McDowell was selected to receive $20 million in supplemental funding.","Mr. Dalton announced the projects receiving emergency supplemental funds and provided initial guidance in the Director's Policy Memorandum for Civil Works.  The USACE objective for the supplemental funding is to drive quality project delivery to ""turn dirt' and complete projects as quickly as legally and technically possible.  Direction was given to leverage Enterprise Risk Management to facilitate expeditious delivery of projects funded in the Emergency Supplemental Program.  Focus is placed on being innovative and aggressive.","",4,"Planning",1,"Project Initiation","Yes","","",""
"2024-03-21T14:44:31.714Z","2018-11-14T05:00:00.000Z",4772,"Dickenson Co 202","Huntington District(LRH)","","112491","DL-8","LRH","ROM Completion and Additional Funding Required","Conference call was held with Susan Nee, Don Johantges, Amy Babey, Kim Perry, Mike Keathley, Rebecca Bennett and Sharanna Romans to discuss funds to complete supplemental projects.  Susan Nee stated that all supplemental projects must be funded to completion.  LRH explained the original request was $80M and 8 years for McDowell but was given $20M to be expended in 4 years.  In order to complete the PPA amendment, HQ requested the cost estimate to complete by the end of November.   At the end of November, the ROM was completed and indicated at 50% participation was $6.0M additional funding was needed and an additional year to execute.  At 75% participation rate, an additional $19.1 M is needed with an additional 3 years to execute.  Once issue discussed with Phil Johnson was to wait until the application period closes for Phases 3 & 4 when we know the participation rate, before fully funding the project.  ","",4,"Planning",1,"Project Initiation","Yes","","",""
"2024-03-21T14:46:49.391Z","2018-12-13T05:00:00.000Z",4772,"Dickenson Co 202","Huntington District(LRH)","","112491","DL-10","LRH","Determine if eligible to spend Supplemental funds prior to signing of PPA","Stated during Supplemental PRB:  HQ has indicated that projects can use a minimal amount of ""seed"" money to coordinate project kick-off and PPA execution but obligating acquisitions/floodproofing agreements would require a signed PPA.","",4,"Planning",1,"Project Initiation","Yes","","",""
"2024-03-21T14:52:18.300Z","2019-01-02T05:00:00.000Z",4772,"Dickenson Co 202","Huntington District(LRH)","","112491","DL-12","LRH","Received independent government cost estimates from Construction for the demolition of structures acquired with cost shared funds.","The work-in-kind credits shall be given in the amount of the IGEs upon request of McDowell County Commission with proof of demolition and proper disposal of materials. ","",4,"Planning",2,"Alternatives ","Yes","","",""
"2024-03-21T14:58:03.801Z","2019-01-11T05:00:00.000Z",4772,"Dickenson Co 202","Huntington District(LRH)","","112491","DL-15","LRH","This is a risk to funding.  Decision has yet to be made. ","President Trump announced yesterday, if Congress does not pass a Budget with funding for the border wall, he will direct the Corps of Engineers to identify funding from the emergency supplemental funding to divert to building the wall.  The McDowell supplemental funding is included in that type of funds. ","",4,"Planning",3,"Tentatively Selected Plan","Pending","","",""
"2024-03-21T14:54:43.710Z","2019-01-07T05:00:00.000Z",4772,"Dickenson Co 202","Huntington District(LRH)","","112491","DL-13","LRH","Sponsor can continue demolition of acquisitions ","The sponsor can continue demolitions of acquisitions paid for with cost shared funds for work-in-kind credits.  To give credit for demolitions performed by the National Guard, they must be a party included in the PPA.  Since the supplemental phase is 100% Federally funded, it is not cost shared.  Therefore, work-in-kind credit may not be given for demolitions performed by the sponsor for supplemental acquisitions.  Construction shall utilize an IDIQ to perform construction for acquisitions funded by supplemental funding.  Demolition of acquired structures funded by cost shared funds has been completed by McDowell County for work-in-kind credit.  Is it possible for National Guard or McDowell County to do demolitions for work-in-kind credit for structures acquired with supplemental funding?  The intent would be to build up cost share funds for a potential letter report and phase 2 for WRDA 2007 authorization for 2001 and 2002 floods. ","",4,"Planning",1,"Project Initiation","Yes","","",""
"2024-03-21T14:56:39.030Z","2019-01-07T05:00:00.000Z",4772,"Dickenson Co 202","Huntington District(LRH)","","112491","DL-14","LRH","Charlie Rhodes and Kenny Bumgardner will develop a process to determine why those structures were not included in the mapping and make a determination if they should be added.","Charlie Rhodes and Kenny Bumgardner will develop a process to determine why those structures were not included in the mapping and make a determination if they should be added.  During the November Landowners' Workshop, applications were received by residents that indicated they were flooded during the 1977 flood but were not included on the maps.","",4,"Planning",1,"Project Initiation","Yes","","",""
"2024-03-21T14:35:43.076Z","2018-06-29T04:00:00.000Z",4772,"Dickenson Co 202","Huntington District(LRH)","","112491","DL-5","LRH","Project Manager changed from Chris Carson to Sharanna Romans","Chris Carson's detail to PM was ending, and he was scheduled to return to work in Regulatory Division.","",7,"Operations and Maintenance",22,"Q1","Yes","","",""
