PROJECT_ID,PROJECT_NAME,P2_NUMBER,P2_SUB_IDENTIFIER,P2_PROGRAM_CODE,CAP,USACE_ORGANIZATION,DISTRICT_CODE,PROGRAMTYPEID,PROGRAMTYPENAME,PROGRAMTYPECODE,PRIMARYMISSIONID,PRIMARYMISSION,STUDYTYPEID,STUDYTYPENAME,PROJECT_LATITUDE,PROJECT_LONGITUDE,LIFECYCLEPHASEID,LIFECYCLEPHASENAME,LIFECYCLEPHASEBUDGET,LIFECYCLESTARTDATE,LIFECYCLEENDDATE,EDITDATE,ORG_ORDER,PROG_TYPE_ORDER,PRIM_MISSION_ORDER
3409,PAS-Columbia Bottoms Levee Systems Setback Analysis,503396,NA,503396,no,St. Louis District(MVS),MVS,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,10,Other,38.805952,-90.134588,4,Planning,0,2022-06-16T05:00:00Z,2023-06-16T05:00:00Z,4/28/2023,13,1,6
3410,"CAP Section 107 Kaskaskia River Regional Port, IL",469867,NA,469867,yes,St. Louis District(MVS),MVS,1,Civil Works,cw,16,Inland Navigation,NA,NA,38.189502999999995,-89.895856,1,CAP Feasibility,0,2021-03-03T05:00:00Z,2023-09-12T05:00:00Z,3/26/2024 4:28 PM,13,1,16
3430,LSJ Lathrop Manteca Feasibility Study,503951,NA,NA,no,Sacramento District(SPK),SPK,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,37.808341,-121.32512,4,Planning,7640000,2022-09-30T05:00:00Z,2026-12-18T05:00:00Z,6/8/2023,32,1,1
3431,"Virginia Beach Coastal Storm Risk Management, VA",479972,NA,NA,no,Norfolk District(NAO),NAO,1,Civil Works,cw,4,Coastal Storm Risk Management,NA,NA,36.816913,-75.974074,4,Planning,0,2022-07-21T05:00:00Z,2026-09-17T05:00:00Z,8/21/2023 8:28 AM,17,1,4
3451,Green Brook GRR,500105,NA,NA,no,New York District(NAN),NAN,1,Civil Works,cw,1,Inland Flood Risk Management,NA,NA,40.655556,-74.401667,4,Planning,3200000,2022-09-28T05:00:00Z,2025-09-27T05:00:00Z,12/8/2023 2:09 PM,16,1,1
3491,402964,NA,NA,NA,no,Philadelphia District(NAP),NAP,1,Civil Works,cw,4,Coastal Storm Risk Management,NA,NA,39.1471,-75.54199,7,Operations and Maintenance,4590000,NA,NA,1/18/2023,18,1,4
3511,"C&SF:Flood Resiliency (Section 216) Study, FL",488589,NA,NA,no,Jacksonville District(SAJ),SAJ,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,26.68726,-80.671506,4,Planning,11300000,2022-09-21T05:00:00Z,2026-09-25T05:00:00Z,7/10/2023,27,1,1
3531,Lower Missouri Brunswick L-246,496631,NA,NA,no,Kansas City District(NWK),NWK,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,39.423358,-93.130478,4,Planning,3000000,2022-09-29T05:00:00Z,2025-12-24T05:00:00Z,12/8/2023 2:10 PM,19,1,1
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS",499454,NA,NA,yes,Kansas City District(NWK),NWK,1,Civil Works,cw,1,Inland Flood Risk Management,NA,NA,39.969151,-95.282185,4,Planning,10000000,2022-11-15T05:00:00Z,2028-01-03T05:00:00Z,10/18/2023,19,1,1
3544,Test A Project,000000,NA,000000,no,Alaska District(POA),POA,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,1,General Investigations Feasibility,39.97712,-98.44629,4,Planning,3000000,2022-01-01T05:00:00Z,2025-01-01T05:00:00Z,2/28/2024,24,1,6
3546,Planning Capstone Course,NA,NA,NA,no,Planning Community of Practice(PCOP),NA,1,Civil Works,cw,117,Other,1,General Investigations Feasibility,37.64903,-91.14258,NA,NA,NA,NA,NA,1/20/2023,NA,1,117
3547,West Alton,NA,NA,NA,no,St. Louis District(MVS),MVS,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,10,Other,38.41056,-90.35156,NA,NA,NA,NA,NA,1/20/2023,13,1,6
3551,Spring Creek Aquatic Ecosystem Restoration,471703,NA,NA,yes,Albuquerque District(SPA),SPA,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,NA,NA,38.83089,-104.76082,1,CAP Feasibility,2000,2022-07-06T05:00:00Z,2025-09-15T05:00:00Z,1/23/2024,31,1,6
3553,"Watertown, SD",504570,NA,NA,no,Omaha District(NWO),NWO,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,44.84662,-97.08069,4,Planning,2300000,2022-08-19T05:00:00Z,2026-09-10T05:00:00Z,1/25/2023,20,1,1
3555,St. Augustine Back Bay CSRM,479265,NA,NA,no,Jacksonville District(SAJ),SAJ,1,Civil Works,cw,4,Coastal Storm Risk Management,1,General Investigations Feasibility,29.89423,-81.31393,4,Planning,0,2023-01-09T05:00:00Z,2026-01-09T05:00:00Z,8/21/2023 8:28 AM,27,1,4
3571,"Boston Metropolitan Area, MA",NA,NA,NA,no,New England District(NAE),NAE,1,Civil Works,cw,9,Watershed Studies,7,Watershed Study,42.30753,-70.9837,3,Planning,3000000,2021-12-16T05:00:00Z,2025-10-31T05:00:00Z,1/28/2023,15,1,9
3572,City of Boston Coastal Storm Risk,NA,NA,NA,no,New England District(NAE),NAE,1,Civil Works,cw,4,Coastal Storm Risk Management,1,General Investigations Feasibility,42.365269999999995,-71.05382,4,Planning,6200000,2022-05-02T05:00:00Z,2028-04-30T05:00:00Z,3/23/2023 9:51 PM,15,1,4
3573,"Inner Harbor Navigation Canal Lock Replacement Project, Louisiana",NA,NA,NA,no,New Orleans District(MVN),MVN,1,Civil Works,cw,16,Inland Navigation,1,General Investigations Feasibility,30.00594,-90.02644,4,Planning,2797000,2023-01-01T05:00:00Z,2025-02-05T05:00:00Z,1/30/2023,10,1,16
3574,Lower Missouri River Jefferson City L-142,496630,NA,NA,no,Kansas City District(NWK),NWK,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,38.60014,-92.16651,4,Planning,3000000,2022-11-28T05:00:00Z,2026-01-30T05:00:00Z,1/31/2023,19,1,1
3575,Planning and Evaluation Capstone Course,NA,NA,NA,no,Headquarters U.S. Army Corps of Engineers(HQ),NA,1,Civil Works,cw,116,Multi Objective,NA,NA,38.63833,-90.22522,4,Planning,3000000,2023-02-01T05:00:00Z,2026-02-02T05:00:00Z,2/1/2023,NA,1,116
3576,Owyhee,479131,NA,NA,yes,Walla Walla District(NWW),NWW,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,2,CAP Decision Document,42.01209,-116.1446,1,CAP Feasibility,0,2022-02-01T05:00:00Z,2024-02-01T05:00:00Z,2/2/2023,23,1,6
3593,Lower Mississippi River Comprehensive Management Study,NA,NA,NA,no,New Orleans District(MVN),MVN,1,Civil Works,cw,101,Comprehensive Study,1,General Investigations Feasibility,31.06834,-91.60028,4,Planning,25000000,2023-02-14T05:00:00Z,2028-02-14T05:00:00Z,2/13/2023,10,1,101
3631,RumaylanDetention Facility,509717,NA,NA,no,Transatlantic Division(TAD),NA,2,Military Program,mp,118,Major Construction,NA,NA,37.0042,41.84409,10,Solicitation,20981,2023-03-19T05:00:00Z,2023-08-22T05:00:00Z,2/26/2023,NA,2,118
3651,Keystone Dam ? Wedge,495646,NA,NA,no,Tulsa District(SWT),SWT,1,Civil Works,cw,1,Inland Flood Risk Management,6,Post-Authorization Decision Document,36.2306,96.305,NA,NA,NA,NA,NA,3/6/2023,38,1,1
3652,DE Inland Bay/Bay Coast,402963,NA,NA,no,Philadelphia District(NAP),NAP,1,Civil Works,cw,4,Coastal Storm Risk Management,1,General Investigations Feasibility,38.5581,-75.13275,4,Planning,2000000,2022-11-28T05:00:00Z,2025-11-28T05:00:00Z,3/7/2023,18,1,4
3653,"2024 Dredging Project, Military Ocean Terminal Concord (MOTCO), CA.",NA,NA,NA,no,Sacramento District(SPK),SPK,2,Military Program,mp,119,Standard Construction,NA,NA,38.05458,-122.01564,9,Design,0,2019-07-02T05:00:00Z,2023-03-01T05:00:00Z,3/7/2023,32,2,119
3654,Keystone Dam ? Wedge (495646),NA,NA,NA,no,Tulsa District(SWT),SWT,1,Civil Works,cw,1,Inland Flood Risk Management,10,Other,36.2306,96.305,4,Planning,0,2023-01-02T05:00:00Z,2024-06-03T05:00:00Z,3/9/2023,38,1,1
3672,Capstone PCC3,NA,NA,NA,no,Planning Community of Practice(PCOP),NA,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,38.17602,-90.26542,4,Planning,3000000,2023-03-14T05:00:00Z,2027-03-07T05:00:00Z,3/14/2023,NA,1,1
3673,Capstone PCC3,NA,NA,NA,no,Planning Community of Practice(PCOP),NA,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,38.17602,-90.26542,4,Planning,NA,NA,NA,3/14/2023,NA,1,1
3674,Capstone PCC3,NA,NA,NA,no,Planning Community of Practice(PCOP),NA,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,38.17602,-90.26542,4,Planning,NA,NA,NA,3/14/2023,NA,1,1
3675,Capstone PCC3,NA,NA,NA,no,Planning Community of Practice(PCOP),NA,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,38.17602,-90.26542,4,Planning,NA,NA,NA,3/14/2023,NA,1,1
3676,Capstone PCC3,NA,NA,NA,no,Planning Community of Practice(PCOP),NA,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,38.17602,-90.26542,4,Planning,NA,NA,NA,3/14/2023,NA,1,1
3677,Capstone,NA,NA,NA,no,Planning Community of Practice(PCOP),NA,1,Civil Works,cw,116,Multi Objective,1,General Investigations Feasibility,38.46563,-90.88044,4,Planning,3000000,2023-03-15T05:00:00Z,2024-03-11T05:00:00Z,6/7/2024 6:09 PM,NA,1,116
3691,"San Diego County Shoreline - Oceanside, CA, Mitigation Study",104714,NA,NA,no,Los Angeles District(SPL),SPL,1,Civil Works,cw,4,Coastal Storm Risk Management,10,Other,33.1997,-117.38913,4,Planning,1800000000,2022-11-03T05:00:00Z,2025-11-03T05:00:00Z,3/22/2023,33,1,4
3711,"Hartford and East Hartford, CT Section 216 Levee Rehabilitation Study",465097,NA,NA,no,New England District(NAE),NAE,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,41.76996,-72.66272,4,Planning,3000000,2023-01-03T05:00:00Z,2026-01-02T05:00:00Z,6/14/2023 11:38 PM,15,1,1
3731,TEST TEAM MEMBER,589000,NA,589001,no,Baltimore District(NAB),NAB,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,1,General Investigations Feasibility,38.754079999999995,-76.37695,7,Operations and Maintenance,150000,NA,NA,8/21/2023,14,1,6
3751,DRSAA WSLP Resiliency & Feasibility Study,504531,NA,NA,no,New Orleans District(MVN),MVN,1,Civil Works,cw,4,Coastal Storm Risk Management,NA,NA,30.07266,-90.49095,4,Planning,0,NA,NA,7/13/2023,10,1,4
3771,Atka Navigation Improvements,NA,NA,NA,no,Alaska District(POA),POA,1,Civil Works,cw,3,Small Boat Harbors,1,General Investigations Feasibility,52.19826,-174.19804,4,Planning,0,2022-08-04T05:00:00Z,2026-03-30T05:00:00Z,8/21/2023 8:28 AM,24,1,3
3772,Bluestone DSA,NA,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,1,Inland Flood Risk Management,10,Other,37.64059,-80.88637,6,Construction,0,2023-04-12T05:00:00Z,2023-05-31T05:00:00Z,4/12/2023,4,1,1
3773,Sea Bright to Manasquan GRR,494595,NA,NA,no,New York District(NAN),NAN,1,Civil Works,cw,4,Coastal Storm Risk Management,1,General Investigations Feasibility,40.35801,-73.96794,4,Planning,3000000,2022-10-18T05:00:00Z,2025-10-18T05:00:00Z,4/12/2023,16,1,4
3791,TEST IIS,110000,NA,110000,no,Baltimore District(NAB),NAB,4,International and Interagency Services,iis,124,International and Interagency Services (IIS),NA,NA,38.754079999999995,-76.20116999999999,16,Planning,150000,2022-04-01T05:00:00Z,2022-12-30T05:00:00Z,5/23/2023,14,4,124
3793,DRSSAA Comite Resiliency,506798,NA,NA,no,New Orleans District(MVN),MVN,1,Civil Works,cw,1,Inland Flood Risk Management,4,General Re-evaluation,30.590639999999997,-91.29214,4,Planning,3000000,2023-01-30T05:00:00Z,2026-01-30T05:00:00Z,4/10/2024 3:09 PM,10,1,1
3811,Hyder Harbor Navigational Improvements,484472,NA,NA,yes,Alaska District(POA),POA,1,Civil Works,cw,3,Small Boat Harbors,2,CAP Decision Document,55.904869999999995,-130.01169,1,CAP Feasibility,1420000,2022-09-19T05:00:00Z,2024-07-03T05:00:00Z,8/21/2023 8:28 AM,24,1,3
3831,Imperial Streams and Salton Sea Ecosystem Restoration,445445,NA,NA,no,Los Angeles District(SPL),SPL,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,1,General Investigations Feasibility,33.30849,-115.83886,4,Planning,3000000,2022-12-16T05:00:00Z,2025-12-15T05:00:00Z,7/24/2024 11:33 AM,33,1,6
3832,Gulfport Harbor,496689,NA,496689,no,Mobile District(SAM),SAM,1,Civil Works,cw,2,Deep Draft Navigation,1,General Investigations Feasibility,30.34444,-89.07714999999999,4,Planning,4700000,2023-04-18T05:00:00Z,2026-05-16T05:00:00Z,4/16/2024,28,1,2
3851,Savannah Harbor,112985,NA,NA,no,Savannah District(SAS),SAS,1,Civil Works,cw,2,Deep Draft Navigation,NA,NA,32.083200000000005,-81.08604,7,Operations and Maintenance,3000000,NA,NA,5/8/2023,29,1,2
3871,"Inner Harbor Navigation Canal (IHNC) Lock Replacement, Orleans Parish, Louisiana",NA,NA,NA,no,New Orleans District(MVN),MVN,1,Civil Works,cw,16,Inland Navigation,4,General Re-evaluation,29.96584,-90.02659,NA,NA,NA,NA,NA,5/24/2023,10,1,16
3891,HR Beneficial Use of Dredge Material,487264,NA,NA,yes,Norfolk District(NAO),NAO,1,Civil Works,cw,117,Other,2,CAP Decision Document,36.96394,-76.0321,1,CAP Feasibility,800000,2022-04-01T05:00:00Z,2024-03-21T05:00:00Z,5/31/2023 3:53 PM,17,1,117
3911,Andalusia Island Complex,505036,NA,010315,no,Rock Island District(MVR),MVR,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,NA,NA,41.44659,-90.81539,4,Planning,3000000,2020-03-02T05:00:00Z,2023-06-05T05:00:00Z,8/23/2023,12,1,6
3912,"Kinnickinnic River Restoration ? River Falls, Wisconsin",471589,NA,471589,yes,St. Paul District(MVP),MVP,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,2,CAP Decision Document,44.85093,-92.63921,1,CAP Feasibility,0,2023-06-07T05:00:00Z,2024-04-26T05:00:00Z,6/6/2023,11,1,6
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,NA,481505,no,Wilmington District(SAW),SAW,1,Civil Works,cw,4,Coastal Storm Risk Management,4,General Re-evaluation,33.915662,-78.26032599999999,4,Planning,3000000,2023-05-28T05:00:00Z,2026-09-29T05:00:00Z,7/24/2023 8:10 PM,30,1,4
3914,Surf City Beach Construction PL 116-20,487223,NA,NA,no,Wilmington District(SAW),SAW,1,Civil Works,cw,4,Coastal Storm Risk Management,10,Other,34.422489999999996,-77.54777,4,Planning,3000000,2021-08-01T05:00:00Z,2024-07-31T05:00:00Z,8/21/2023 8:28 AM,30,1,4
3915,"Seismically Upgrade, Reno B2, Replace B1",506120,NA,NA,NA,Seattle District(NWS),NWS,NA,NA,NA,NA,NA,NA,NA,43.224201,-123.367949,16,Planning,2500000,2022-07-01T05:00:00Z,2024-08-01T05:00:00Z,6/15/2023,22,NA,NA
3931,UPPER TURKEY CREEK FRM,505229,NA,NA,no,Kansas City District(NWK),NWK,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,39.024491999999995,94.693186,5,Pre-Construction Engineering and Design (PED),15724000,2024-01-05T05:00:00Z,2027-05-03T05:00:00Z,10/2/2023,19,1,1
3933,Sabula,505035,NA,010315,no,Rock Island District(MVR),MVR,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,NA,NA,42.071040000000004,-90.18767,4,Planning,1000000,2023-06-20T05:00:00Z,2025-07-31T05:00:00Z,7/3/2024,12,1,6
3934,TEST DATES,114888,NA,589000,yes,Baltimore District(NAB),NAB,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,NA,NA,38.41056,-75.57703,1,CAP Feasibility,125000,2022-11-01T05:00:00Z,2023-10-02T05:00:00Z,11/27/2023,14,1,6
3935,491093,491093,NA,010315,no,Rock Island District(MVR),MVR,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,10,Other,38.89103,-90.79102,4,Planning,0,NA,NA,6/23/2023,12,1,6
3936,NESP - ECOS - Fish Passage - L&D 22,508190,NA,010315,no,Rock Island District(MVR),MVR,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,10,Other,38.79976,-90.65783,5,Pre-Construction Engineering and Design (PED),30000000,2023-06-26T05:00:00Z,2024-06-26T05:00:00Z,6/26/2023,12,1,6
3951,Osage River Ecosystem Restoration - Sec 1135,471438,NA,NA,yes,Kansas City District(NWK),NWK,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,NA,NA,38.20036,-92.52309,1,CAP Feasibility,500000,2022-05-02T05:00:00Z,2024-08-05T05:00:00Z,8/10/2023,19,1,6
3971,Homer Navigation Improvements,511566,NA,NA,no,Alaska District(POA),POA,1,Civil Works,cw,3,Small Boat Harbors,1,General Investigations Feasibility,59.60737,-151.42147,4,Planning,0,2023-04-14T05:00:00Z,2026-03-29T05:00:00Z,7/12/2023,24,1,3
3991,McDowell County-WRDA 2007,514222,NA,075395,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,1,General Investigations Feasibility,37.37,-81.65,4,Planning,0,2023-10-01T05:00:00Z,2025-10-31T05:00:00Z,7/17/2023,4,1,117
3992,CAP 107 Put-In-Bay,507843,NA,NA,yes,Buffalo District(LRB),LRB,1,Civil Works,cw,3,Small Boat Harbors,2,CAP Decision Document,41.65188,-82.81700000000001,1,CAP Feasibility,50000,2023-03-16T05:00:00Z,2023-07-14T05:00:00Z,7/19/2023,1,1,3
3993,"Vermilion County, Illinois, Emergency Streambank Stabilization",478575,NA,478575,yes,Louisville District(LRL),LRL,1,Civil Works,cw,117,Other,NA,NA,40.23628,-87.77284999999999,2,CAP Design and Construction,4013000,2024-05-30T05:00:00Z,2025-12-30T05:00:00Z,5/6/2024,5,1,117
3994,Statts Mills Road Water Extension Project,514554,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,NA,NA,38.755814,-81.668893,4,Planning,14050,2023-07-10T05:00:00Z,2024-01-29T05:00:00Z,9/1/2023,4,1,117
4011,CEPP North,370939,NA,NA,no,Jacksonville District(SAJ),SAJ,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,1,General Investigations Feasibility,26.317729999999997,-80.69733,5,Pre-Construction Engineering and Design (PED),75088000,2014-12-01T05:00:00Z,2024-12-01T05:00:00Z,1/11/2024,27,1,6
4012,Whitney Lake Reallocation Study,513422,NA,513422,no,Ft. Worth District(SWF),SWF,1,Civil Works,cw,8,Water Management and Reallocation,1,General Investigations Feasibility,31.89155,-97.38968,4,Planning,3000000,2023-04-28T05:00:00Z,2026-04-30T05:00:00Z,7/25/2023,35,1,8
4013,SMR Levee MCAS CPEN,505416,NA,505416,no,Los Angeles District(SPL),SPL,1,Civil Works,cw,1,Inland Flood Risk Management,4,General Re-evaluation,33.30412,-117.35619,5,Pre-Construction Engineering and Design (PED),3000000,2023-04-11T05:00:00Z,2025-01-15T05:00:00Z,7/28/2023,33,1,1
4031,"Beattyville, KY FRM Project",498982,NA,NA,no,Louisville District(LRL),LRL,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,37.57324,-83.70645999999999,4,Planning,3000000,2023-01-03T05:00:00Z,2025-12-30T05:00:00Z,7/31/2023,5,1,1
4032,"SA-Iao Stream, Maui, HI",102968,NA,073322,NA,Honolulu District(POH),POH,NA,NA,NA,NA,NA,4,General Re-evaluation,20.89178,-156.50341,5,Pre-Construction Engineering and Design (PED),525000,2023-05-06T05:00:00Z,2026-05-08T05:00:00Z,7/31/2023,25,NA,NA
4033,"Morganza to the Gulf, LA (Hurricane Protection) - MTG-03A-Reach A",498544,NA,NA,no,New Orleans District(MVN),MVN,1,Civil Works,cw,1,Inland Flood Risk Management,NA,NA,29.548219999999997,-90.80702,6,Construction,24926450,2022-04-01T05:00:00Z,2029-11-18T05:00:00Z,8/1/2023,10,1,1
4051,Environmental Infrastructure Template,NA,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,NA,NA,38.41887,-82.44472999999999,5,Pre-Construction Engineering and Design (PED),42600,2024-02-09T05:00:00Z,2025-01-15T05:00:00Z,8/9/2023,4,1,117
4052,MVN Test,123456,NA,123456,no,New Orleans District(MVN),MVN,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,29.51611,-91.18652,4,Planning,1000,2023-08-09T05:00:00Z,2023-08-18T05:00:00Z,8/9/2023,10,1,1
4053,Atlantic Coast New York South Shore of Long Island Coastal Storm Risk Management Feasibility Study,502534,NA,NA,no,New York District(NAN),NAN,1,Civil Works,cw,4,Coastal Storm Risk Management,1,General Investigations Feasibility,40.65897,-73.54805,4,Planning,3000000,2023-05-23T05:00:00Z,2026-05-23T05:00:00Z,9/25/2023 12:46 PM,16,1,4
4054,Grayson Water Supply Storage Reallocation Study,111167,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,8,Water Management and Reallocation,10,Other,38.25227,-82.9842,4,Planning,1100000,2020-05-14T05:00:00Z,2026-04-02T05:00:00Z,8/10/2023,4,1,8
5152,"Chicago Shoreline, IL",324689,NA,NA,no,Chicago District(LRC),LRC,1,Civil Works,cw,4,Coastal Storm Risk Management,4,General Re-evaluation,41.79316,-87.90312999999999,4,Planning,4590000,2022-08-24T05:00:00Z,2026-11-20T05:00:00Z,7/15/2024 5:51 PM,2,1,4
5172,Honolulu Deep Draft Harbor Modifications Feasibility Study,445194,NA,NA,no,Honolulu District(POH),POH,1,Civil Works,cw,2,Deep Draft Navigation,1,General Investigations Feasibility,21.30713,-157.87113,4,Planning,7036000,2022-09-23T05:00:00Z,2028-09-22T05:00:00Z,8/22/2024,25,1,2
5212,Dallas Floodway,468759,NA,NA,no,Ft. Worth District(SWF),SWF,1,Civil Works,cw,1,Inland Flood Risk Management,10,Other,32.89804,-96.85547,6,Construction,503857712,2018-08-01T05:00:00Z,2033-06-03T05:00:00Z,5/22/2024,35,1,1
5252,Matagorda Ship Channel Jetty Deficiency,496178,NA,NA,no,Galveston District(SWG),SWG,1,Civil Works,cw,2,Deep Draft Navigation,NA,NA,28.428849999999997,-96.33087,5,Pre-Construction Engineering and Design (PED),6600000,2024-09-02T05:00:00Z,2027-01-22T05:00:00Z,5/31/2024,36,1,2
5292,TOWNSHIP OF DELRAN EMERGENCY STREAMBANK AND SHORELINE EROSION PROTECTION OF PUBLIC WORKS AND HISTORIC STRUCTURES,464266,NA,NA,yes,Philadelphia District(NAP),NAP,1,Civil Works,cw,117,Other,2,CAP Decision Document,40.03971,-74.97479,1,CAP Feasibility,1065100,2024-07-22T05:00:00Z,2026-04-14T05:00:00Z,6/7/2024,18,1,117
5312,Hereford Inlet to Cape May Inlet (Wildwoods) Beachfill,109882,NA,NA,no,Philadelphia District(NAP),NAP,1,Civil Works,cw,4,Coastal Storm Risk Management,NA,NA,39.00119,-74.78672999999999,5,Pre-Construction Engineering and Design (PED),1,2023-06-01T05:00:00Z,2024-11-15T05:00:00Z,6/14/2024,18,1,4
5332,Charlotte County CSRM Feasibility Study,514283,NA,NA,no,Savannah District(SAS),SAS,1,Civil Works,cw,4,Coastal Storm Risk Management,1,General Investigations Feasibility,26.92023,-82.35884,4,Planning,3000000,2024-06-13T05:00:00Z,2027-06-12T05:00:00Z,6/21/2024,29,1,4
5352,"Little Miami River, Loveland, Ohio CAP Sec. 14",483652,NA,NA,yes,Louisville District(LRL),LRL,1,Civil Works,cw,117,Other,2,CAP Decision Document,39.257047,84.274664,1,CAP Feasibility,100000,2023-07-06T05:00:00Z,2024-09-24T05:00:00Z,6/24/2024,5,1,117
5372,S2G Port Arthur,488779,Contracts,NA,no,Galveston District(SWG),SWG,1,Civil Works,cw,4,Coastal Storm Risk Management,10,Other,29.8397,-93.96183,5,Pre-Construction Engineering and Design (PED),1902000,2023-02-01T05:00:00Z,2023-07-01T05:00:00Z,7/15/2024,36,1,4
5392,Kanawha River Basin Feasibility,464743,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,38.38056,-81.67833,4,Planning,3000000,2024-07-01T05:00:00Z,2027-07-02T05:00:00Z,7/6/2024,4,1,1
5412,Section 340 - Bolair Sewer Extension,521161,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,38.43761,80.44397,4,Planning,20000,2024-06-06T05:00:00Z,2024-10-17T05:00:00Z,7/3/2024,4,1,117
5413,Section 340 - Bolair Sewer Extension,521161,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,38.43761,80.44397,4,Planning,NA,NA,NA,7/3/2024,4,1,117
5414,Redbank and Fancher Creeks Feasibility Study,510385,NA,NA,no,Sacramento District(SPK),SPK,1,Civil Works,cw,8,Water Management and Reallocation,1,General Investigations Feasibility,36.8755,-119.64558,4,Planning,3000000,2024-02-07T05:00:00Z,2027-02-05T05:00:00Z,7/3/2024,32,1,8
5432,"McDowell County, WV Nonstructural Flood Control Project ? Section 202",112504,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,37.386,-81.6473,5,Pre-Construction Engineering and Design (PED),2000000000,1999-09-27T05:00:00Z,2024-09-30T05:00:00Z,7/9/2024 1:08 PM,4,1,1
5452,Town of Davy Phase 1 Sewer Project,521167,NA,014183,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,37.47327,-81.64370000000001,4,Planning,20000,2024-05-24T05:00:00Z,2025-03-12T05:00:00Z,7/10/2024,4,1,117
5492,Eagle Creek Section 205 Flood Risk Management Study,473391,NA,NA,yes,South Atlantic Division(SAD),SAD,1,Civil Works,cw,1,Inland Flood Risk Management,2,CAP Decision Document,32.973611,80.125556,1,CAP Feasibility,1130932,2023-12-19T05:00:00Z,2025-12-18T05:00:00Z,7/16/2024,57,1,1
5512,Fix your project name here,000000,FIX P2 number,NA,no,Far East District(POF),POF,2,Military Program,mp,118,Major Construction,NA,NA,36.43093,-232.69574,8,Planning,1,2024-07-01T05:00:00Z,2024-07-02T05:00:00Z,7/17/2024,44,2,118
5513,Malvern Water System Replacement Phase 2,522121,NA,013692,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,40.69208,-81.18158,4,Planning,20000,2024-07-12T05:00:00Z,2025-02-27T05:00:00Z,7/17/2024,4,1,117
5515,Sec 340 - Ansted I&I Improvements,521479,NA,014183,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,38.1362,-81.0995,4,Planning,19000,2024-06-12T05:00:00Z,2025-02-10T05:00:00Z,7/18/2024,4,1,117
5516,"CY25 ROKFC In-Kind F14R501 (Non-Secure), DMO Flight Simulator, Osan AB",515882,NA,515882,no,Far East District(POF),POF,2,Military Program,mp,118,Major Construction,NA,NA,37.08038,-232.97195,9,Design,226727,2022-05-03T05:00:00Z,2024-03-31T05:00:00Z,7/18/2024,44,2,118
